style,ddt,ticker,isin,gvkeyiid,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Price Momentum,Valuation,Valuation,Valuation,Valuation,Valuation,Valuation,Valuation,Valuation,Volatility,MP
780,2026-05-31,LNT,US0188021085,01155401,-0.0012952486022508108,,-0.00033206523386040276,,,,,0.0016406482295176937,,,-0.001893055649443493,,0.0011019279153477047,,,,,,,,,-0.00023562501168605175,,-0.001977567062365077,,-0.0010857230930631796,,,,,,,,-0.0006552884940381321,,,,,,-0.0009546875473486579,,,-0.0005782963733286909,,-0.0007508051219826733,,,,,,-0.00012216716034408684
781,2026-05-31,LOGN,CH0025751329,10269601W,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,-0.0005187061147187088,,0.0011416882009530342,-0.0005607278759111105,0.00303407549294368,0.0024339286921416336,,,0.0011019279153477047,,0.0011300383213514727,,,0.004520153285405891,,0.0012656429199136494,0.0012656429199136494,-0.00023562501168605175,,,,,,,,-0.0006671310571833996,,,-0.0005738018419297633,,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,,,,,,,,,,0.00010585354874412099
782,2026-05-31,LONN,CH0013841017,23139701W,,-0.0003865401587868912,-0.00033206523386040276,,,,,,-0.0007826413815720446,,,,,,0.0011300383213514727,-0.0005375910460798267,-0.0008295412396437777,-0.0011596204763606737,-0.0008326598157326641,,,-0.00023562501168605175,-0.0007457491952353153,-0.001977567062365077,,,,,,-0.0006671310571833996,,,-0.0005738018419297633,,,,,0.0010547024332613745,,,,-0.001118623792852973,-0.0005782963733286909,,-0.0007508051219826733,,,,-0.0006836034289657057,,-0.00023203247721587371
783,2026-05-31,LOTB,BE0003604155,21188501W,,,0.00098003323444641,0.0010547024332613745,-0.0005187061147187088,,,,,,,,,0.001830475297395774,-0.0005859457962563192,,-0.0008295412396437777,,-0.0008326598157326641,,,-0.00023562501168605175,-0.0007457491952353153,-0.001977567062365077,,,,,,,,,,,,,-0.00034934938641149627,-0.0003578150419788185,0.0014765834065659244,,,-0.001118623792852973,-0.0005782963733286909,-0.0005798102381803368,-0.0007508051219826733,-0.0014107484776107557,-0.0022600766427029453,-0.0014382305908109652,-0.0006836034289657057,-0.0010301744696971564,-0.00019279791544908262
784,2026-05-31,LOW,US5486611073,00682901,-0.0012952486022508108,-0.0003865401587868912,-0.00033206523386040276,,-0.0005187061147187088,-0.0025169035339191893,-0.0003865401587868912,-0.0005607278759111105,0.00303407549294368,0.0024339286921416336,,-0.0009385064024783416,0.0011019279153477047,,0.0011300383213514727,-0.0005375910460798267,,,,0.0012656429199136494,-0.0012584517669595946,-0.00023562501168605175,0.002171446186126359,,-0.005273512166306872,,,,-0.00046433440458047936,,,,-0.0005738018419297633,-0.0006552884940381321,-0.005402134414265577,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,-0.0009546875473486579,-0.00120373647274396,,,,,,,,,,-0.00030346403462876186
785,2026-05-31,LPLA,US50212V1008,17851901,-0.0012952486022508108,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,,,-0.0003865401587868912,0.0016406482295176937,,,-0.001893055649443493,,,,-0.0005859457962563192,-0.0005375910460798267,-0.0008295412396437777,,-0.0008326598157326641,,,-0.00023562501168605175,,,,-0.0010857230930631796,,,0.0009190353152899943,,,-0.0010751820921596534,-0.0005738018419297633,,,,-0.00034934938641149627,-0.0003578150419788185,,-0.0009546875473486579,-0.00120373647274396,-0.001118623792852973,-0.0005782963733286909,-0.0005798102381803368,-0.0007508051219826733,-0.0014107484776107557,,-0.0014382305908109652,,-0.0010301744696971564,-0.00028361221318533905
786,2026-05-31,LR,FR0010307819,27703901W,,-0.0003865401587868912,-0.00033206523386040276,,-0.0005187061147187088,,-0.0003865401587868912,,,,0.0006382925388613506,,,,-0.0005859457962563192,,,,,,,-0.00023562501168605175,,0.0006651276606152812,,,,,,,,,,-0.0006552884940381321,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,,,-0.0005798102381803368,,,,,-0.0006836034289657057,,-0.00010711791358623352
787,2026-05-31,LRCX,US5128073062,00656501,,,,,,,-0.0003865401587868912,,0.00303407549294368,0.0024339286921416336,,0.002734413715862823,,0.001830475297395774,0.0011300383213514727,,,0.004520153285405891,,0.0012656429199136494,0.0012656429199136494,-0.00023562501168605175,,,,,,,,0.001318378041576718,0.0011476036838595266,,,,,0.0012952486022508108,,,0.0014765834065659244,0.002734413715862823,,,,,,,,,,,0.0005114638327505845
788,2026-05-31,LSEG,GB00B0SWJX34,24670601W,,-0.0003865401587868912,-0.00033206523386040276,0.0010547024332613745,-0.0005187061147187088,,0.0011416882009530342,-0.0005607278759111105,,,0.0006382925388613506,,,,,-0.0005375910460798267,,,-0.0008326598157326641,,,0.0009267259873844713,-0.0007457491952353153,,,,,,,,,,,,,,,,,,,-0.001118623792852973,-0.0005782963733286909,-0.0005798102381803368,-0.0007508051219826733,-0.0014107484776107557,,-0.0014382305908109652,,0.0010206797741239108,-0.00011363665839945721
789,2026-05-31,LUG,CA5503711080,06574401C,,0.0011476036838595266,,,,,-0.0003865401587868912,-0.0005607278759111105,,0.0024339286921416336,,0.002734413715862823,,,0.0011300383213514727,0.0017578373887689573,0.0016285846395947695,,,,,-0.00023562501168605175,,,0.005402134414265577,,,,,0.001318378041576718,-0.0011535807863796283,,-0.0005738018419297633,,0.006514338558379078,0.0012952486022508108,,,-0.0003825345612865089,,,,,,,-0.0014107484776107557,-0.0022600766427029453,,,,0.00010451431033108263
790,2026-05-31,LUMI,IL0006046119,00201805W,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,,,,,,,0.0006382925388613506,,0.0011019279153477047,,-0.0005859457962563192,-0.0005375910460798267,0.0016285846395947695,,0.001652891873021557,,,-0.00023562501168605175,0.002171446186126359,,,0.0031641072997841235,,,-0.00046433440458047936,,,,,,,,-0.00034934938641149627,,,,,0.0022148751098488863,0.0017037500844991435,,0.0022148751098488863,,,0.002839583474165239,,,0.0003245409592950406
791,2026-05-31,LUN,CA5503721063,10829701C,,0.0011476036838595266,0.00098003323444641,0.0010547024332613745,0.0010159977568114159,,0.0011416882009530342,0.0016406482295176937,,-0.0006364583648991053,,,,,,-0.0005375910460798267,0.0016285846395947695,,-0.0008326598157326641,,,0.0009267259873844713,,,,,,,,-0.0006671310571833996,,-0.0010751820921596534,,0.001925978356390336,,0.0012952486022508108,0.0010301744696971564,0.0010547024332613745,-0.0003825345612865089,,,,-0.0005782963733286909,0.0011300383213514727,,,,,,,0.00028173392512944613
792,2026-05-31,LUND B,SE0000108847,10156302W,,,,,,,,,,,-0.001893055649443493,,,,0.0011300383213514727,-0.0005375910460798267,,,-0.0008326598157326641,,,0.0009267259873844713,-0.0007457491952353153,,,-0.0010857230930631796,,,,,,,,,,,0.0010301744696971564,0.0010547024332613745,,,,0.0022148751098488863,-0.0005782963733286909,,0.0022148751098488863,0.002768593887311108,,,,-0.0010301744696971564,0.0001459422757817878
793,2026-05-31,LVS,US5178341070,16184401,0.0025169035339191893,0.0011476036838595266,0.00098003323444641,0.0010547024332613745,,0.0025169035339191893,0.0011416882009530342,,-0.0007826413815720446,-0.0006364583648991053,,0.002734413715862823,,,,-0.0005375910460798267,,,0.001652891873021557,-0.0012729167297982106,0.0012656429199136494,0.0009267259873844713,0.002171446186126359,,,,0.0029930744727687656,0.001942872903376216,0.0009190353152899943,,0.0011476036838595266,,0.0011300383213514727,,,0.0012952486022508108,0.0010301744696971564,0.0010547024332613745,0.0014765834065659244,0.002734413715862823,0.0023314474840514595,,,,,,,,,0.0010206797741239108,0.0006908971452542852
794,2026-05-31,LYB,NL0009434992,29452401,0.0025169035339191893,0.0011476036838595266,0.00098003323444641,0.0010547024332613745,0.0010159977568114159,,-0.0003865401587868912,-0.0005607278759111105,,-0.0006364583648991053,,-0.0009385064024783416,,-0.0018457292582074053,0.0011300383213514727,-0.0005375910460798267,0.0016285846395947695,,,,,-0.00023562501168605175,,,-0.005273512166306872,,,-0.001942872903376216,-0.00046433440458047936,-0.0006671310571833996,-0.0011535807863796283,-0.0010751820921596534,-0.0005738018419297633,-0.0006552884940381321,-0.005402134414265577,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,-0.0009546875473486579,,,-0.0005782963733286909,-0.0005798102381803368,,-0.0014107484776107557,-0.0022600766427029453,,-0.0006836034289657057,,-0.0004988167843620743
795,2026-05-31,LYC,AU000000LYC6,21265801W,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,0.0010159977568114159,,-0.0003865401587868912,-0.0005607278759111105,,-0.0006364583648991053,,,,-0.0018457292582074053,,-0.0005375910460798267,-0.0008295412396437777,,-0.0008326598157326641,,,-0.00023562501168605175,,,,,,,-0.00046433440458047936,,0.0011476036838595266,,,,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,,,,,-0.0005782963733286909,0.0011300383213514727,,-0.0014107484776107557,-0.0022600766427029453,,-0.0006836034289657057,,-0.00038625661061979786
796,2026-05-31,LYV,US5380341090,16574601,-0.0012952486022508108,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,,,-0.0003865401587868912,-0.0005607278759111105,,-0.0006364583648991053,,-0.0009385064024783416,0.0011019279153477047,,-0.0005859457962563192,,,,0.001652891873021557,,,-0.00023562501168605175,,,-0.005273512166306872,,,-0.001942872903376216,0.0009190353152899943,,,,,,,,-0.00034934938641149627,-0.0003578150419788185,,,-0.00120373647274396,,,,,,,,-0.0006836034289657057,,-0.00013895490870598519
797,2026-05-31,MA,US57636Q1040,16022501,,-0.0003865401587868912,-0.00033206523386040276,,,,-0.0003865401587868912,0.0016406482295176937,,,-0.001893055649443493,,,,,-0.0005375910460798267,0.0016285846395947695,,,,,-0.00023562501168605175,-0.0007457491952353153,,,,,,-0.00046433440458047936,,,,,,,,-0.00034934938641149627,-0.0003578150419788185,,0.002734413715862823,0.0023314474840514595,-0.001118623792852973,-0.0005782963733286909,-0.0005798102381803368,-0.0007508051219826733,-0.0014107484776107557,,-0.0014382305908109652,,,4.43889022006473e-06
798,2026-05-31,MAA,US59522J1034,02964901,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0010857230930631796,,,-0.00046433440458047936,-0.0006671310571833996,,,,,,,,,-0.0003825345612865089,-0.0009546875473486579,,,-0.0005782963733286909,-0.0005798102381803368,,,,,,,-8.230819503627362e-05
799,2026-05-31,MAERSK A,DK0010244425,10329203W,,,,,,,,,,,-0.001893055649443493,,,,,,,,,,-0.0012584517669595946,-0.00023562501168605175,,-0.001977567062365077,,,,,0.0009190353152899943,-0.0006671310571833996,-0.0011535807863796283,-0.0010751820921596534,-0.0005738018419297633,-0.0006552884940381321,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,,,,,,,,0.0013423485514235676,-0.0010301744696971564,-0.0001549719896189881
800,2026-05-31,MAERSK B,DK0010244508,10329204W,,0.0011476036838595266,0.00098003323444641,0.0010547024332613745,-0.0005187061147187088,,-0.0003865401587868912,,,,-0.001893055649443493,,,,,,,,,,-0.0012584517669595946,-0.00023562501168605175,,-0.001977567062365077,,,,,0.0009190353152899943,-0.0006671310571833996,-0.0011535807863796283,-0.0010751820921596534,-0.0005738018419297633,-0.0006552884940381321,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,,,-0.0005798102381803368,,,,,0.0013423485514235676,-0.0010301744696971564,-0.00013504871548822064
801,2026-05-31,MAP,ES0124244E34,01628101W,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,-0.0005187061147187088,,-0.0003865401587868912,-0.0005607278759111105,,,0.0006382925388613506,,0.0011019279153477047,,0.0011300383213514727,-0.0005375910460798267,,,-0.0008326598157326641,,,-0.00023562501168605175,-0.0007457491952353153,,,-0.0010857230930631796,,,0.0009190353152899943,,,,,,,,,,,,,,0.0017037500844991435,,,0.002768593887311108,,,,,1.1549640058950842e-05
802,2026-05-31,MAR,US5719032022,02893002,,,,,-0.0005187061147187088,,-0.0003865401587868912,-0.0005607278759111105,-0.0007826413815720446,-0.0006364583648991053,,-0.0009385064024783416,,,,-0.0005375910460798267,,,0.001652891873021557,,-0.0012584517669595946,-0.00023562501168605175,0.002171446186126359,,0.005402134414265577,,,,,,,,,,,,,-0.0003578150419788185,0.0014765834065659244,,-0.00120373647274396,,,,,,,,,,4.2246487726780006e-05
803,2026-05-31,MAS,US5745991068,00708501,0.0025169035339191893,,,,,,0.0011416882009530342,,,,,,,,-0.0005859457962563192,,,,,0.0012656429199136494,-0.0012584517669595946,-0.00023562501168605175,,0.0006651276606152812,,,,,,,,,,-0.0006552884940381321,,,,-0.0003578150419788185,-0.0003825345612865089,,-0.00120373647274396,,,,,,,,,,7.854458231656971e-06
804,2026-05-31,MBG,DE0007100000,01782801W,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,0.0010159977568114159,,,-0.0005607278759111105,-0.0007826413815720446,-0.0006364583648991053,,-0.0009385064024783416,,-0.0018457292582074053,-0.0005859457962563192,-0.0005375910460798267,-0.0008295412396437777,,-0.0008326598157326641,,,-0.00023562501168605175,-0.0007457491952353153,,,,,,-0.00046433440458047936,,,,,-0.0006552884940381321,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,,,,,,,,0.0013423485514235676,,-0.00025516670351824006
805,2026-05-31,MC,FR0000121014,01444702W,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,,,-0.0003865401587868912,-0.0005607278759111105,-0.0007826413815720446,-0.0006364583648991053,,,,,,0.0017578373887689573,,,-0.0008326598157326641,,,-0.00023562501168605175,-0.0007457491952353153,,,,,,-0.00046433440458047936,,,,,-0.0006552884940381321,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,,,,,,,,,,-0.0001555577173588388
806,2026-05-31,MCD,US5801351017,00715401,,-0.0003865401587868912,-0.00033206523386040276,,-0.0005187061147187088,,-0.0003865401587868912,,0.00303407549294368,0.0024339286921416336,,0.002734413715862823,,,,0.0017578373887689573,,,,-0.0012729167297982106,-0.0012584517669595946,-0.00023562501168605175,,,0.005402134414265577,,,,-0.00046433440458047936,,,,,-0.0006552884940381321,,,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,-0.0009546875473486579,,,,,,,,,-0.0006836034289657057,,-0.0001521548036139586
807,2026-05-31,MCHP,US5950171042,02796501,-0.0012952486022508108,-0.0003865401587868912,-0.00033206523386040276,,,,-0.0003865401587868912,-0.0005607278759111105,-0.0007826413815720446,-0.0006364583648991053,,,,,,,,-0.0011596204763606737,,-0.0012729167297982106,,-0.00023562501168605175,,,,,,,-0.00046433440458047936,-0.0006671310571833996,-0.0011535807863796283,-0.0010751820921596534,-0.0005738018419297633,,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,0.0014765834065659244,-0.0009546875473486579,,,,-0.0005798102381803368,,,,,,,-0.00017872674326274826
808,2026-05-31,MCK,US58155Q1031,00717101,,,,,0.0010159977568114159,,,,-0.0007826413815720446,,,,0.0011019279153477047,0.001830475297395774,,-0.0005375910460798267,0.0016285846395947695,-0.0011596204763606737,0.001652891873021557,0.0012656429199136494,-0.0012584517669595946,-0.00023562501168605175,0.002171446186126359,0.0006651276606152812,,,0.0029930744727687656,0.001942872903376216,0.0009190353152899943,0.001318378041576718,0.0011476036838595266,0.0010648438028119647,0.0011300383213514727,,,,0.0010301744696971564,0.0010547024332613745,,,-0.00120373647274396,,-0.0005782963733286909,,,,,,0.0013423485514235676,,0.0004478327561348559
809,2026-05-31,MCO,US6153691059,13966501,,-0.0003865401587868912,-0.00033206523386040276,,-0.0005187061147187088,,-0.0003865401587868912,-0.0005607278759111105,,,-0.001893055649443493,,,,,-0.0005375910460798267,,,,,,-0.00023562501168605175,-0.0007457491952353153,,,-0.0010857230930631796,,,-0.00046433440458047936,,,,,,,,-0.00034934938641149627,-0.0003578150419788185,,,,-0.001118623792852973,-0.0005782963733286909,-0.0005798102381803368,-0.0007508051219826733,-0.0014107484776107557,,-0.0014382305908109652,,,-0.00023867199961346346
810,2026-05-31,MDB,US60937P1066,03252601,,-0.0003865401587868912,-0.00033206523386040276,,-0.0005187061147187088,-0.0025169035339191893,-0.0003865401587868912,0.0016406482295176937,-0.0007826413815720446,-0.0006364583648991053,,,,-0.0018457292582074053,-0.0005859457962563192,,,-0.0011596204763606737,,,,-0.00023562501168605175,,,,,,,-0.00046433440458047936,0.001318378041576718,0.0011476036838595266,,,,,-0.00043772235372507634,,,0.0014765834065659244,0.002734413715862823,0.0023314474840514595,,,-0.0005798102381803368,,,,,,-0.0010301744696971564,-6.64275321737213e-05
811,2026-05-31,MDLZ,US6092071058,14295301,-0.0012952486022508108,,-0.00033206523386040276,,,,,,,,,,,,-0.0005859457962563192,,,,0.001652891873021557,,,-0.00023562501168605175,0.002171446186126359,0.0006651276606152812,-0.005273512166306872,,,,,-0.0006671310571833996,,,-0.0005738018419297633,,-0.005402134414265577,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,-0.00120373647274396,-0.001118623792852973,-0.0005782963733286909,-0.0005798102381803368,-0.0007508051219826733,-0.0014107484776107557,-0.0022600766427029453,,-0.0006836034289657057,,-0.00030743557762431904
812,2026-05-31,MDT,IE00BTN1Y115,00722801,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,-0.0005187061147187088,-0.0025169035339191893,,,-0.0007826413815720446,,,,,,-0.0005859457962563192,-0.0005375910460798267,,-0.0011596204763606737,-0.0008326598157326641,-0.0012729167297982106,,-0.00023562501168605175,-0.0007457491952353153,,,,,,,-0.0006671310571833996,,,-0.0005738018419297633,,,-0.00043772235372507634,-0.00034934938641149627,,,,,,-0.0005782963733286909,-0.0005798102381803368,,,,,-0.0006836034289657057,,-0.0002974782355740229
813,2026-05-31,MEL,NZMELE0002S7,27004501W,,,-0.00033206523386040276,,,,-0.0003865401587868912,-0.0005607278759111105,,,0.0006382925388613506,,0.0011019279153477047,,,,,,,,-0.0012584517669595946,-0.00023562501168605175,,0.0006651276606152812,,-0.0010857230930631796,,,-0.00046433440458047936,,0.0011476036838595266,,,-0.0006552884940381321,,-0.00043772235372507634,,-0.0003578150419788185,,,,-0.001118623792852973,-0.0005782963733286909,-0.0005798102381803368,-0.0007508051219826733,-0.0014107484776107557,-0.0022600766427029453,-0.0014382305908109652,,-0.0010301744696971564,-0.0003102331608985108
814,2026-05-31,MELI,US58733R1023,17808101,-0.0012952486022508108,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,,0.0025169035339191893,-0.0003865401587868912,-0.0005607278759111105,-0.0007826413815720446,-0.0006364583648991053,,,-0.0011074375549244432,,-0.0005859457962563192,-0.0005375910460798267,0.0016285846395947695,,0.001652891873021557,0.0012656429199136494,,-0.00023562501168605175,-0.0007457491952353153,,0.005402134414265577,,0.0029930744727687656,0.001942872903376216,0.0009190353152899943,0.001318378041576718,0.0011476036838595266,0.0010648438028119647,0.0011300383213514727,-0.0006552884940381321,,-0.00043772235372507634,-0.00034934938641149627,,0.0014765834065659244,0.002734413715862823,0.0023314474840514595,,,,,,,,0.0013423485514235676,0.0010206797741239108,0.0003816371550475685
